0 1.000000 0.000000
1 0.967000 0.047021
2 0.933000 0.072187
3 0.902000 0.084829
4 0.885000 0.089861
5 0.865000 0.109886
6 0.850000 0.117047
7 0.834000 0.122654
8 0.833000 0.123333
9 0.829000 0.123527
10 0.814000 0.128078
11 0.806000 0.131773
12 0.794000 0.135514
13 0.786000 0.134179
14 0.780000 0.143527
15 0.777000 0.148226
16 0.769000 0.151456
17 0.777000 0.147550
18 0.761000 0.151588
19 0.749000 0.154593
20 0.749000 0.157794
21 0.743000 0.156368
22 0.718000 0.156448
23 0.718000 0.152565
24 0.721000 0.150529
25 0.721000 0.141630
26 0.720000 0.147648
27 0.717000 0.154308
28 0.709000 0.154981
29 0.706000 0.154803
30 0.686000 0.144928
31 0.691000 0.145667
32 0.684000 0.146096
33 0.688000 0.153154
34 0.683000 0.158780
35 0.685000 0.153867
36 0.684000 0.152132
37 0.670000 0.158430
38 0.679000 0.161428
39 0.675000 0.160857
40 0.673000 0.164228
41 0.665000 0.169926
42 0.677000 0.159909
43 0.679000 0.163887
44 0.672000 0.169163
45 0.670000 0.178045
46 0.666000 0.181780
47 0.673000 0.183224
48 0.669000 0.186920
49 0.663000 0.182568
50 0.670000 0.177482
51 0.672000 0.176681
52 0.661000 0.174296
53 0.656000 0.177944
54 0.646000 0.178000
55 0.643000 0.185610
56 0.657000 0.191966
57 0.661000 0.192299
58 0.664000 0.196224
59 0.659000 0.206928
60 0.666000 0.203086
61 0.672000 0.203509
62 0.665000 0.195640
63 0.666000 0.192468
64 0.667000 0.204477
65 0.665000 0.208026
66 0.667000 0.207873
67 0.661000 0.201938
68 0.646000 0.202198
69 0.652000 0.205660
70 0.647000 0.209024
71 0.641000 0.214054
72 0.639000 0.216285
73 0.633000 0.211213
74 0.633000 0.213567
75 0.634000 0.217816
76 0.633000 0.218657
77 0.637000 0.218931
78 0.629000 0.215543
79 0.630000 0.215639
80 0.626000 0.217541
81 0.628000 0.220036
82 0.620000 0.224499
83 0.624000 0.221414
84 0.617000 0.223184
85 0.620000 0.216333
86 0.627000 0.214408
87 0.633000 0.209311
88 0.641000 0.204007
89 0.631000 0.207217
90 0.636000 0.208576
91 0.626000 0.195765
92 0.627000 0.194348
93 0.632000 0.193329
94 0.637000 0.199827
95 0.636000 0.202741
96 0.637000 0.198824
97 0.636000 0.202247
98 0.636000 0.197747
99 0.638000 0.195847
100 0.628000 0.196510
101 0.620000 0.197990
102 0.615000 0.192029
103 0.630000 0.197231
104 0.632000 0.198434
105 0.647000 0.202215
106 0.652000 0.198736
107 0.653000 0.200227
108 0.649000 0.206153
109 0.638000 0.206291
110 0.637000 0.219388
111 0.641000 0.211705
112 0.655000 0.210416
113 0.652000 0.217476
114 0.645000 0.206579
115 0.642000 0.201087
116 0.640000 0.201990
117 0.635000 0.199687
118 0.636000 0.196224
119 0.642000 0.182855
120 0.639000 0.191779
121 0.641000 0.189787
122 0.639000 0.187027
123 0.645000 0.184594
124 0.646000 0.179677
125 0.638000 0.185354
126 0.637000 0.179808
127 0.629000 0.186706
128 0.632000 0.182143
129 0.626000 0.179789
130 0.629000 0.188836
131 0.629000 0.182371
132 0.630000 0.186279
133 0.625000 0.193585
134 0.615000 0.203654
135 0.605000 0.197167
136 0.599000 0.190523
137 0.604000 0.183259
138 0.601000 0.182480
139 0.606000 0.183205
140 0.609000 0.182809
141 0.614000 0.201504
142 0.619000 0.210093
143 0.614000 0.215880
144 0.622000 0.210038
145 0.619000 0.216654
146 0.633000 0.219114
147 0.631000 0.224364
148 0.639000 0.224007
149 0.635000 0.214184
150 0.637000 0.211024
151 0.637000 0.207680
152 0.639000 0.213960
153 0.642000 0.213626
154 0.640000 0.217715
155 0.637000 0.226563
156 0.636000 0.218870
157 0.639000 0.217207
158 0.643000 0.223721
159 0.630000 0.222036
160 0.619000 0.224809
161 0.610000 0.227376
162 0.603000 0.222915
163 0.603000 0.221113
164 0.600000 0.224944
165 0.605000 0.226881
166 0.606000 0.237832
167 0.605000 0.237224
168 0.604000 0.244098
169 0.604000 0.243688
170 0.608000 0.252063
171 0.608000 0.248869
172 0.601000 0.244334
173 0.600000 0.242074
174 0.592000 0.238613
175 0.601000 0.233878
176 0.604000 0.239132
177 0.603000 0.240605
178 0.606000 0.235296
179 0.607000 0.235905
180 0.609000 0.235837
181 0.608000 0.236930
182 0.599000 0.242691
183 0.601000 0.245965
184 0.594000 0.241586
185 0.591000 0.235837
186 0.593000 0.235905
187 0.594000 0.231871
188 0.600000 0.231517
189 0.609000 0.239205
190 0.613000 0.239439
191 0.610000 0.234734
192 0.604000 0.238713
193 0.601000 0.241037
194 0.605000 0.239322
195 0.597000 0.230848
196 0.602000 0.227587
197 0.596000 0.233632
198 0.595000 0.230814
199 0.594000 0.230573
