0 1.000000 0.000000
1 0.999742 0.000367
2 0.999531 0.000530
3 0.999305 0.000662
4 0.999133 0.000724
5 0.998891 0.000798
6 0.998672 0.000873
7 0.998430 0.000973
8 0.998234 0.001058
9 0.997953 0.001109
10 0.997711 0.001139
11 0.997492 0.001181
12 0.997242 0.001202
13 0.997063 0.001270
14 0.996805 0.001349
15 0.996570 0.001423
16 0.996367 0.001455
17 0.996141 0.001506
18 0.995867 0.001591
19 0.995703 0.001655
20 0.995508 0.001769
21 0.995219 0.001820
22 0.995008 0.001825
23 0.994844 0.001862
24 0.994664 0.001869
25 0.994469 0.001877
26 0.994211 0.001958
27 0.993984 0.001996
28 0.993742 0.002068
29 0.993594 0.002082
30 0.993352 0.002057
31 0.993117 0.002098
32 0.992930 0.002135
33 0.992766 0.002186
34 0.992516 0.002221
35 0.992313 0.002217
36 0.992094 0.002232
37 0.991820 0.002332
38 0.991617 0.002374
39 0.991398 0.002335
40 0.991156 0.002320
41 0.990953 0.002378
42 0.990711 0.002435
43 0.990422 0.002479
44 0.990266 0.002486
45 0.990086 0.002528
46 0.989883 0.002575
47 0.989617 0.002643
48 0.989516 0.002650
49 0.989320 0.002706
50 0.989094 0.002769
51 0.988859 0.002770
52 0.988602 0.002784
53 0.988391 0.002813
54 0.988148 0.002802
55 0.987961 0.002819
56 0.987742 0.002889
57 0.987516 0.002925
58 0.987414 0.002885
59 0.987180 0.002959
60 0.986898 0.003003
61 0.986648 0.003054
62 0.986445 0.003088
63 0.986227 0.003099
64 0.986008 0.003121
65 0.985773 0.003180
66 0.985570 0.003216
67 0.985383 0.003244
68 0.985125 0.003318
69 0.984875 0.003310
70 0.984633 0.003366
71 0.984453 0.003368
72 0.984195 0.003428
73 0.983969 0.003482
74 0.983797 0.003431
75 0.983617 0.003463
76 0.983367 0.003401
77 0.983156 0.003393
78 0.982938 0.003416
79 0.982648 0.003500
80 0.982406 0.003431
81 0.982125 0.003418
82 0.981914 0.003420
83 0.981688 0.003427
84 0.981406 0.003475
85 0.981180 0.003434
86 0.980969 0.003517
87 0.980742 0.003605
88 0.980547 0.003649
89 0.980273 0.003648
90 0.980070 0.003540
91 0.979859 0.003578
92 0.979672 0.003548
93 0.979477 0.003583
94 0.979297 0.003564
95 0.979125 0.003577
96 0.978875 0.003590
97 0.978648 0.003532
98 0.978438 0.003518
99 0.978250 0.003497
100 0.977969 0.003490
101 0.977695 0.003472
102 0.977523 0.003542
103 0.977352 0.003586
104 0.977133 0.003592
105 0.976891 0.003616
106 0.976719 0.003638
107 0.976516 0.003681
108 0.976320 0.003704
109 0.976117 0.003724
110 0.975914 0.003755
111 0.975750 0.003702
112 0.975563 0.003778
113 0.975359 0.003841
114 0.975141 0.003869
115 0.974977 0.003872
116 0.974797 0.003879
117 0.974602 0.003947
118 0.974352 0.003967
119 0.974133 0.003943
120 0.973891 0.003964
121 0.973750 0.003968
122 0.973508 0.003953
123 0.973313 0.003983
124 0.973039 0.003924
125 0.972922 0.003910
126 0.972703 0.003859
127 0.972516 0.003861
128 0.972258 0.003935
129 0.972023 0.003917
130 0.971789 0.003905
131 0.971617 0.003953
132 0.971414 0.003948
133 0.971187 0.003989
134 0.970969 0.004039
135 0.970797 0.004082
136 0.970625 0.004080
137 0.970508 0.004086
138 0.970281 0.004119
139 0.970117 0.004145
140 0.969922 0.004121
141 0.969750 0.004146
142 0.969523 0.004144
143 0.969406 0.004154
144 0.969242 0.004214
145 0.968930 0.004221
146 0.968789 0.004272
147 0.968664 0.004269
148 0.968367 0.004238
149 0.968172 0.004199
150 0.967992 0.004248
151 0.967812 0.004265
152 0.967602 0.004283
153 0.967398 0.004345
154 0.967141 0.004373
155 0.966953 0.004426
156 0.966742 0.004440
157 0.966500 0.004494
158 0.966359 0.004524
159 0.966141 0.004582
160 0.966016 0.004568
161 0.965844 0.004580
162 0.965617 0.004571
163 0.965477 0.004519
164 0.965297 0.004507
165 0.965102 0.004522
166 0.964984 0.004521
167 0.964781 0.004515
168 0.964609 0.004615
169 0.964438 0.004652
170 0.964297 0.004657
171 0.964063 0.004587
172 0.963859 0.004607
173 0.963641 0.004650
174 0.963430 0.004698
175 0.963234 0.004669
176 0.963031 0.004615
177 0.962867 0.004658
178 0.962734 0.004638
179 0.962461 0.004644
180 0.962250 0.004634
181 0.962039 0.004605
182 0.961891 0.004654
183 0.961633 0.004609
184 0.961461 0.004622
185 0.961250 0.004659
186 0.961109 0.004714
187 0.960914 0.004717
188 0.960734 0.004739
189 0.960531 0.004702
190 0.960352 0.004765
191 0.960008 0.004775
192 0.959836 0.004829
193 0.959648 0.004808
194 0.959484 0.004805
195 0.959273 0.004817
196 0.959117 0.004838
197 0.958914 0.004841
198 0.958727 0.004863
199 0.958516 0.004913
200 0.958250 0.004967
201 0.958047 0.005009
202 0.957867 0.005014
203 0.957617 0.004958
204 0.957437 0.004975
205 0.957297 0.004946
206 0.957070 0.004959
207 0.956844 0.004942
208 0.956594 0.004992
209 0.956500 0.005029
210 0.956320 0.005060
211 0.956141 0.005081
212 0.955938 0.005112
213 0.955742 0.005179
214 0.955609 0.005142
215 0.955375 0.005123
216 0.955242 0.005080
217 0.955008 0.005135
218 0.954820 0.005225
219 0.954672 0.005258
220 0.954484 0.005309
221 0.954266 0.005277
222 0.954047 0.005330
223 0.953828 0.005336
